Completion %,Critic Rating,Format,My Rating,Date Finished,Hours Played,Release Date,Date Started,HLTB Complete,HLTB Extras,HLTB Story,Banner URL,Developer,Platform,Poster URL,Publisher,Review,Status,Summary,Title
0,0,0,0,,0.0,2006-02-03,,91.48444444444445,48.06444444444445,40.68194444444445,https://images.igdb.com/igdb/image/upload/t_original/schnqy.png,Capcom,PSP,https://images.igdb.com/igdb/image/upload/t_original/co4xsn.png,Capcom,,Backlog,"Capcom's third installment of its epic RPG. Breath of Fire III is the first installment of the Breath of Fire Series to appear on the PlayStation (And later ported to the PSP).

Set free by the the workers of Dauna Mine, Ryu of the Brood learns to both understand his power, and to understand the history of his extinct kind. By both utilizing Ryu's unique power and the abilities of those whom assist him, players will uncover the history of the Brood, learn more about the characters, and the very reason why the Brood were wiped out.
Players control Ryu and his allies on their journey, each of Ryu's friends have abilities only they can use, and they will have to work together to make their way through the obstacles and enemies that they encounter; creativity is key to your success in this game!",Breath of Fire III
0,84,0,0,,0.0,2010-12-31,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/dh766uqqzxrlahlynqom.png,Nippon Ichi Software,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2hhq.png,Nippon Ichi Software,,Backlog,"Cladun, short for ""Classic Dungeon"", is a retro-twinged sprite-based dungeon crawler for the PSP, developed by Nippon Ichi. Cladun features the ability to swap between regular and ""8-bit"" styles (both in graphics and music), and has ad hoc co-op multiplayer.",Cladun: This is an RPG
0,77,0,0,,0.0,2011-11-22,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/abcsh140zo0ncmsoxois.png,Team GrisGris,PSP,https://images.igdb.com/igdb/image/upload/t_original/co1s68.png,"Marvelous USA, Inc.",,Backlog,"A group of friends unknowingly perform an occult ritual that traps them in an otherworldly elementary school. Here, the vengeful spirits of young children threaten their lives and their sanity, and the only hope of survival is to uncover the chilling details behind the murders of those trapped before them...",Corpse Party
0,0,0,0,,0.0,2013-01-23,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/xnfdmnut6vep0m09a6ew.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2nie.png,,,Backlog,Corpse Party: Book of Shadows is a survival horror adventure game and the sequel to Corpse party BloodCovered: ...Repeated Fear. Corpse Party: Book of Shadows adds new twists and backgrounds for the characters who were barely touched upon in Corpse Party and mostly plays as a prequel.,Corpse Party: Book of Shadows
0,43,0,0,,0.0,2010-07-06,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/yqzs0cudelbln4bbu78z.png,"Vicious Cycle Software, Inc.",PSP,https://images.igdb.com/igdb/image/upload/t_original/co2nkf.png,D3Publisher,,Backlog,"Be Despicable! (It’s fun!) Despicable Me: The Game lets players of all ages experience the thrill of being Gru, one of the world’s greatest supervillains who is planning the biggest heist in history – stealing the moon. Complete heists and missions in a unique blend of action and puzzle solving that combines the fun of commanding minions and using an arsenal of Despicable gadgets and weapons.",Despicable Me: The Game
0,86,0,0,,0.0,2009-09-04,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc7haw.png,Square Enix,PSP,https://images.igdb.com/igdb/image/upload/t_original/co205i.png,Square Enix,,Backlog,"Dissidia Final Fantasy is a 3D-arena fighting game with RPG elements featuring 20 characters, heroes and villains, from the first 10 final fantasy games summed by the god of discord and the goddess of harmony to fight over the fate of the world.",Dissidia Final Fantasy
0,0,0,0,,0.0,2007-10-05,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/i7eclvoyizmfehlp4879.png,Square Enix,PSP,https://images.igdb.com/igdb/image/upload/t_original/co1pn8.png,Square Enix,,Backlog,"An updated version of the PlayStation game Final Fantasy Tactics, released on PlayStation Portable and later released on iOS and Android.

""The stage is set for what history would one day record as the War of the Lions.

Experience new CG cinematics. Meet new Characters. Explore new jobs & missions. Wage new multiplayer battles. Behold a new legend!""",Final Fantasy Tactics: The War of the Lions
0,0,0,0,,0.0,2011-10-27,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scm61r.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2uk8.png,,,Backlog,"Final Fantasy Type-0 is set within Orience, a land divided between four nations or ""Crystal States"". Each nation has crystals of power based on the Four Symbols, which are in turn their national emblems. The Dominion of Rubrum uses the Vermillion Bird Crystal, which controls magic; the Milites Empire controls the White Tiger Crystal, containing the power of science and weapons; the Kingdom of Concordia uses the Azure Dragon Crystal, containing the power of Dragons; and the Lorican Alliance is home to the Black Tortoise Crystal, containing the power of shielding. Each nation has an academy, or Peristylium, to research and protect the country's respective crystal. The crystals have the ability to mark humans as their countries' servants. These servants, called l'Cie, are branded with a symbol and are given a ""Focus"", a task to complete. While blessed with long life and the ability to transform into crystal, l'Cie are cursed to lose their memories over time. The people of Orience also lose their memories of the dead, so they will not be held back by any past regrets and continue strengthening their souls through conflict, a mechanism put in place by the crystals for the convenience of the deities who crafted them. The main aim of many characters is to become Agito, a legendary figure who will appear and save the world from Tempus Finis, an apocalyptic event that will destroy Orience.",Final Fantasy Type-0
0,0,0,0,,0.0,2012-07-12,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/.png,Sting Entertainment,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2hjd.png,Atlus,,Backlog,"In a land ravaged by disparity where the impoverished must battle for survival, the fate of all is thrust into uncertainty when rebels happen upon custody of a young female noble and a magical spear of immeasurable power falls from the heavens. Now, hunted by incumbent powers desperate to reclaim the girl and armed with a weapon capable of reshaping the realm, the Resistance must wage war to deliver themselves from the tyranny of their oppressors.
As original as its narrative, Gungnir's strategy RPG mechanics offer a number of fresh twists on an expertly honed formula. Building upon the traditional action queue of turn-based strategy RPGs, actions in Gungnir all have a numerical wait interval associated with them. Faster actions bear smaller numbers, allowing them to precede slower preexisting attacks. Should the player wish, they may sacrifice tactical points, which afford them more combat options, in order to accelerate actions. This classic balance of risk and reward, a staple of Sting titles, enriches the Gungnir's deep strategic battles and gives the player far more critical decisions to weigh.",Gungnir
0,0,0,0,,0.0,2007-02-13,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/agaabsmcnwap3spszjbs.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co25gm.png,,,Backlog,"The PSP releases are a port of the original Japanese PC game with the rhythm bar removed. The 2015 release is a remasted version of the original PC game. The game had to be remade for the 3DS, 'Gurumin 3D: A Monstrous Adventure'. It is a port of the remastered version that has been changed to better fit the systems controls and use the 3D feature.

""Gurumin: A Monstrous Adventure is a fantastic Action-RPG from leading Japanese developer Falcom (Developers of “Ys” and “Zwei” among other classics) featuring real-time combat, stunning 3D graphics, tons of fully voiced characters and mini-games , 90+ items, multiple endings, a rocking soundtrack, 35+ hours of playtime, and more.

Originally released outside Japan on Sony’s PSP®, Mastiff is proud to bring a fully localized and updated version of Gurumin: A Monstrous Adventure to Windows and to offer it through Steam with a full set of Steam specific features including Achievements, Trading Cards, Big Picture and Cloud Save.""",Gurumin: A Monstrous Adventure
0,0,0,0,,0.0,2010-07-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc6spj.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2no6.png,,,Backlog,"Hexyz Force for PlayStation Portable is a traditional RPG taking place in the world of Berge. This world has two sides to it, one light and one dark. Accordingly, the player will be able to choose between two different protagonists at the game's beginning. In the light scenario, the protagonist is a shrine maiden by the name of Cecilia, whereas the dark part's hero is a knight called Leevan. Depending on this choice, the setting, story and characters will change fundamentally.",Hexyz Force
0,0,0,0,,0.0,2007-06-18,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scmiw9.png,Marvelous,PSP,https://images.igdb.com/igdb/image/upload/t_original/co26oy.png,Natsume,,Backlog,"Life is good for the residents of Heartflame Island, especially since new robots and automated machines do almost all of the work. But technology is a tool--not an answer to all problems. Maybe that's why everyone is a little uneasy about the old stories of strange magic and a prediction that Flame Mountain will erupt and destroy everything. That's why Dr. Hope, a caring and wise old scholar has sent you, his son on a journey to the ancient ruins to try and run a farm. It is your father's dream that you will unlock the secrets of the ancient ruins and find the meaning of ""life"".",Innocent Life: A Futuristic Harvest Moon
0,77,0,0,,0.0,2009-11-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/f72qpzjxbwo06by0ndh0.png,High Impact Games,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2agh.png,Sony Computer Entertainment,,Backlog,"When their world begins to run out of Eco, Jak and Keira travel to the edge of the world in search of the ancient Precursor machinery that could reverse the planet's decline. They're not the only interested factions out on the Brink, however; Jak must contend with Sky Pirates while struggling to control his own Eco powers.",Jak and Daxter: The Lost Frontier
0,76,0,0,,0.0,2007-08-21,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/hq8vhdgqv6fodwohx89n.png,LEVEL-5,PSP,https://images.igdb.com/igdb/image/upload/t_original/co1pnd.png,Sony Computer Entertainment,,Backlog,"Jeanne d'Arc is a tactical role-playing video game loosely based on the story of Joan of Arc and her struggles against the English occupation of France during the Hundred Years' War in the early 15th century.

The game has an amount of historical accuracy when it comes to the cast of characters, and contains many who were contemporaries and allies of Joan of Arc. This contrasts starkly with the many fantasy elements of the game, such as characters possessing magical armlets that give the wearer special abilities, and the suggestion that King Henry VI of England was possessed by demons and used them to aid his armies in destroying France during the Hundred Years' War.",Jeanne d'Arc
0,0,0,0,,0.0,2011-04-22,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2noa.png,,,Backlog,"In Jikandia, you must travel through dungeons in search of your friends. You can set the time limit for each dungeon yourself! Dungeons are altered in several ways according to the time limit you set, so no adventure is the same twice!",Jikandia: The Timeless Land
0,0,0,0,,0.0,2011-01-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc8e6z.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co3166.png,,,Backlog,"The Final Mix gives you more challenges and the chance to hear the English voices. The game is based on the upgraded US version, with more boss battles, game modes and even more mini-games. Think you've already become the ultimate Key Blade Master? Think again.

The game contains secret episodes that you can unlock, and in the single player mode, you'll meet the mysterious man, see what secrets he'll reveal about the powerful Kingdom Hearts. Controls and the D-Link are updated, so its easier to use and you can collect stickers on your journey.

There are 9 more missions for you to clear and new challenging bosses in the multi-mode. These bosses aren't just the lord of the world, they could be the world themselves. Now you can battle the whale that swallowed Pinocchio's ship.

Kingdom Hearts is being born again, pick up your key blade and set off on your journey once again.",Kingdom Hearts Birth by Sleep Final Mix
0,0,0,0,,0.0,2010-07-15,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scgpr0.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2npp.png,,,Backlog,"Last Ranker is a Role-Playing game, developed by Image Epoch and published by Capcom, which was released in Japan in 2010.This game's main objective is to raise up your ranker level to the top until
you became the Last Ranker as title said.You raised your ranks by doing
quests and battling/dueling other rankers. So you may find,that most of your
time is used up to doing quests and dueling other rankers.",Last Ranker
0,0,0,0,,0.0,2010-04-02,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc9e0n.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co1pnn.png,,,Backlog,"While seemingly placid on the surface, the world of Lunar is slowly descending into chaos, as the Goddess Althena, the creator and guardian of the world, has disappeared and the valiant efforts of the legendary Dragonmaster Dyne and his faithful companions fade into obscurity. With Althena gone and no one able or willing to become the next Dragonmaster, a shadowy figure, known only as the Magic Emperor, has started plotting to usurp Althena's place and become a god. In a remote village far removed from the decay that is slowly spreading throughout the world lives a young man named Alex, who dreams of one day becoming the next Dragonmaster like his hero Dyne. One day, Alex's friend Ramus convinces him to head towards a cave near town, where it is rumored the legendary White Dragon resides. With Alex's adopted sister Luna and his mysterious pet Nall in tow, Alex heads off on what seems to be a meaningless adventure, not knowing that it would be the first step in an epic journey with the fate of the entire world at stake.",Lunar: Silver Star Harmony
0,0,0,0,,0.0,2009-03-27,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sclqzw.png,Gust,PSP,https://images.igdb.com/igdb/image/upload/t_original/sxju2tfbfq6zkxz0emeo.png,Gust,,Backlog,"The 4th entry in the RPG series, Mana Khemia is different from the previous Atelier Iris games. Mana Khemia is a campus sim style RPG, where you can interact with classmates and professors to complete academic quests. You play as Vayne Aurelius, a novice alchemist who was invited to attend Al - Revis Academy. At the academy, Vayne will meet human and not so human alchemists, and together you will solve the mysteries of alchemy.",Mana Khemia: Student Alliance
0,38,0,0,,0.0,2012-12-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/txqplfhjwa4byiikgjjh.png,Three Rings Inc.,PSP,https://images.igdb.com/igdb/image/upload/t_original/co6o3g.png,Bandai Namco Entertainment,,Backlog,"The game is an RPG; it uses turn-based battles and action commands that help guide the player. The player commands the protagonist Luffy and other characters that are in his crew. The characters level up, and the player can strengthen attacks by obtaining points. All characters and enemies are from the One Piece series and play the same roles as seen in the source material. Cutscenes are told in a manga style.",One Piece: Romance Dawn
0,80,0,0,,0.0,2006-10-20,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/youhop5o4jqtculr2pbq.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co3gtn.png,Capcom,,Backlog,"Capcom ported the entire Power Stone series to the PlayStation Portable with a few enhancements: most notably, the PSP version of the original Power Stone included the four new characters introduced in Power Stone 2.",Power Stone Collection
0,0,0,0,,0.0,2009-06-26,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc9nce.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2h51.png,,,Backlog,"Prinny will be the most heart-pounding and challenging side-scrolling action game ever. Players will control an unlucky penguin dude called a Prinny and slash their way through various Netherworlds. For this tough-as-nails action game, you're given 1000 units to accomplish your mission, but even with those 1000 units you will have to use everything you find on the battlefield to survive. Lift and throw objects, stomp enemies, even pilot tanks and planes to bombard whatever gets in your way!",Prinny: Can I Really Be the Hero?
0,0,0,0,,0.0,2010-12-15,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc9ncf.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2h50.png,,,Backlog,"Prinny 2 is a side scrolling hack and slash action game. Players will control demonic penguins, Prinnies, who are known as the ""weakest monsters in the Netherworld."" Players can run, jump, slash, execute special skills, and ride tanks or jets to battle enemies. The Prinnies' mission is to find Demon Lord Etna's stolen panties! If they fail... Etna will turn THEM into panties! As an extra bonus, a whole new main character and story become available after you complete the main game.","Prinny 2: Dawn of Operation Panties, Dood!"
0,60,0,0,,0.0,2007-05-11,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/xa75e22nyfzudtzxeqna.png,High Impact Games,PSP,https://images.igdb.com/igdb/image/upload/t_original/co230r.png,Sony Computer Entertainment,,Backlog,"Ratchet & Clank: Size Matters (known as Ratchet & Clank 5 in Japan) is a 2007 platformer video game developed by High Impact Games and published by Sony Computer Entertainment for the PlayStation Portable and PlayStation 2. The game is the first Ratchet & Clank title on the PSP handheld. Development company High Impact Games was spawned from the original Ratchet & Clank developer, Insomniac Games. The story is about Ratchet and Clank as they are interrupted from their vacation to search for a kidnapped girl and encounter a forgotten race known as the Technomites",Ratchet & Clank: Size Matters
0,81,0,0,,0.0,2008-06-17,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc5rpl.png,Sanzaru Games,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2iwb.png,Sony Computer Entertainment,,Backlog,"After being side-kick to Ratchet for so long, Clank takes matters into his own hands to save Ratchet and solve the crime of the century.",Secret Agent Clank
0,0,0,0,,0.0,2012-10-04,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc94yg.png,Imageepoch,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2otd.png,Imageepoch,,Backlog,"Sol Trigger is the La Résistance to the Machine Church which rules the dystopian city of Kaiserhald. The Machine Church is using a miraculous energy source known as ""Sol"" to raise the city to even greater heights, but Sol Trigger know that Sol is secretly made from people, and that the Church intends to ramp up their production with a new form of twisted technology.",Sol Trigger
0,0,0,0,,0.0,2005-10-22,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2nyf.png,,,Backlog,"A vicious circle of violence has erupted. The battle torn continent of Neverland is caught up in a great war between good and evil once again. Now, three young soldiers rise to put an end to this madness once and for all. In Spectral Souls, the player will switch between the three opposing kingdoms to play the Royal Demon Kingdom, the Imperial Army, or the Rebel Army. Depending on how you progress through the game with each of the forces, the story of the game will change.",Spectral Souls: Resurrection of the Ethereal Empires
0,0,0,0,,0.0,2008-07-10,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2hgj.png,,,Backlog,"A young Trot driver comes to Orion City with one dream in mind: to win the prestigious Orion City Trotmobile gladiator tournament. However, you'll quickly learn that it takes more than pluck and optimism to earn victory in the coliseum. With the help of a spirited mechanic named Venus, you'll have to take on a series of jobs to earn the money and fame required to make a name for yourself about town as a skilled Trotmobile operator. When a series of bandit attacks begins to affect the city's economy and distress the citizens, who will have the mettle and the metal to put a stop to it?",Steambot Chronicles: Battle Tournament
0,0,0,0,,0.0,2016-12-31,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/gsxl6k9krnzkm2mxm0w3.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2h7g.png,,,Backlog,"Summon Night 5 is a tactical role-playing game in the Summon Night series of games. The game involves the player moving characters in a turn based fashion across a large grid from an adjustable isometric perspective. At the beginning of the game, the player can chose to play as either a male or female protagonist, and chose from 4 separate ""Cross"" (partner) characters. Which combinations are selected affect both the dialogue and story progression, leading to eight separate paths to take through the game. The world of Summon Night changed dramatically for this entry. Now the medieval setting changed completely to a more contemporary world mixed with many of the other cultures and tribes already present in other Summon Night games. The stage for this title is the city of Savorle, a model city in this new era where people from all the different world can coexist.",Summon Night 5
0,0,0,0,,0.0,2013-03-14,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/s93txrwnsiade7exayyp.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2om6.png,,,Backlog,"Sword Art Online: Infinity Moment is a Japanese role-playing game based on the Sword Art Online light novel series. The gameplay has many similarities to MMORPGs, though it is not an online game, including the ability to buy and upgrade weapons, go on missions, and fight in a group with other characters. The game follows an alternate storyline from the end of the first arc of the original story, in which a glitch causes Kirito and the other players to remain in Sword Art Online despite defeating Heathcliff, and players from other VMMORPGs such as Leafa and Sinon get sucked into the game themselves. Its sequel game Sword Art Online: Hollow Fragment includes all its content.",Sword Art Online: Infinity Moment
0,0,0,0,,0.0,2011-04-01,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/gdnx3i82m838js94pxwp.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co5tmw.png,,,Backlog,"The game is an action role-playing game described by Square Enix as a ""cinematic action RPG"". Director Hajime Tabata noted that the gameplay and plot are intertwined due to a newly introduced ability called ""Overdive,"" an ability that lets the player switch bodies with one of their team members, allowing them to control friendly NPCs. Teammates can be ordered either to target specific enemies or to defend themselves in combat. The player is able change their controlled character in real-time, intermixed with their combat actions. The game is played over-the-shoulder, comparable to games such as Resident Evil 4, Dead Space and the Mass Effect series. An array of different costumes will be available for Aya to choose from throughout the game, but only after they are unlocked by completing the game in various difficulty modes. Clothing in the game deteriorates due to battle damage, revealing Aya's skin to various degrees.",The 3rd Birthday
0,0,0,0,,0.0,2010-07-15,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/.png,Asobo Studio,PSP,https://images.igdb.com/igdb/image/upload/t_original/co4tr5.png,Disney Interactive Studios,,Backlog,"In Toy Story 3: The Video Game help Buzz, Woody and the rest of the Toys ensure no toy gets left behind. Dive into all new heroic adventures in Story Mode or let your imagination run wild in the exiting new open world of Toy Box Mode! Come and play to infinity... and beyond!",Toy Story 3: The Video Game
0,0,0,0,,0.0,2008-11-28,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/.png,Media.Vision,PSP,https://images.igdb.com/igdb/image/upload/t_original/co1poj.png,"Sony Computer Entertainment, Inc. (SCEI)",,Backlog,"Wild Arms XF is a 2D turn-based tactical role-playing game, creating a gameplay experience somewhere between Dungeons & Dragons and chess. Players are given control of a small squad of characters (six or less) and placed on a grid-based map resembling a geographical location (a swamp, a town, a river), upon which they fight battles to progress through the game. As with most T/RPGs, positional advantage can be critical to victory, and players are encouraged to outmaneuver their enemies as well as outgun them. The game emphasizes positioning and maneuvering by the inclusion of ""Formation Arts,"" which increase attack damage when an enemy is surrounded by your characters in a line, a triangle or a circle. Wild Arms XF is a member of the small subsection of T/RPGs whose battlefields are based around hexagonal tiles instead of squares. ""Combination Arts"" return from previous Wild ARMs titles, allowing characters to target an enemy in a waiting state and then deliver their attacks simultaneously with the next ally to attack their target. If the player succeeds in executing an uninterrupted series of commands, the damage inflicted upon enemies will increase significantly. On the other hand, the enemy gets the same advantage.",Wild Arms XF
0,71,0,0,,0.0,2011-03-21,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/kaas2mfsdvgcknayuews.png,Nihon Falcom,PSP,https://images.igdb.com/igdb/image/upload/t_original/co4vjt.png,Nihon Falcom,,Backlog,"Ys: I & II Chronicles is a remake for the PSP of the two first iterations of the critically-acclaimed Ys series. The graphics have been reimagined in HD hand-drawn 2D and the soundtrack newly rearranges, while returning fans have the option of playing with the original music or using alternative character art. Four difficulty levels and a time trial mode have also been added, making this the definitive version of the legendary series’ origin.",Ys I & II Chronicles
0,0,0,0,,0.0,2010-11-03,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/ejvs8qtklhaunj00lcaz.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co4vde.png,,,Backlog,"The kingdom of Altago is rebuilding their kingdom around a newfound peace after years of war against the merciless armies of Romn. The classic adventuresome duo, Adol and Dogi, arrive in the harbor of Altago City, and quickly find themselves in a scuffle with the Dragon Knights, the kingdom's military police body, when attempting to save a local girl from harassment by one of their commanding officers. Upset by the interruption and subsequent humiliation, the commander arrests Adol and Dogi, charging them with espionage.

The king of Altago, having known of the duo's pending arrival from an old trusted friend, quickly releases the pair from prison and summons them to his chambers. He tells the men about an ancient shrine that was uncovered after a recent earthquake, and asks for their help in investigating this mysterious new find. Adol and Dogi oblige, unaware that they are about to take the first steps on a long journey to save all of Altago from long-forgotten ancient forces, and to reunite the estranged five tribes who serve and protect the Five Great Dragons deified beings who may well be the world's last hope.

Ys Seven is the latest installment in the long-running Ys series which first debuted on PC in 1987. This is the first iteration to be built specifically for the PSP system, taking full advantage of the widescreen format and hardware. The battle system consists of a three-member battle party with enemies engaged on the field map in real-time for fast-paced combat. Old fans of the series and new players alike will be immersed into the rich vibrant world containing over 30 hours of gameplay.",Ys Seven
0,0,0,0,,0.0,2011-01-27,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/vr2shdvzyex5kocw8ra4.png,,PSP,https://images.igdb.com/igdb/image/upload/t_original/co4kwe.png,,,Backlog,"A complete 3D reimagining of the 16-bit console classic ""Ys III: Wanderers From Ys,"" Ys: The Oath in Felghana is a fast-paced action role-playing game with tight controls, Metroidvania-style exploration elements, intense combat with epic screen-filling boss battles, and a thrashing, percussive arranged soundtrack that's been heralded by many as one of the best of all time. Based on the original 2005 PC release, this classic is finally officially available in English with added Steamworks features such as achievements and cloud saving.",Ys: The Oath in Felghana
0,0,0,0,,0.0,2010-08-29,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sch7b0.png,Nihon Falcom,PSP,https://images.igdb.com/igdb/image/upload/t_original/co2o0c.png,Nihon Falcom,,Backlog,"The game features a clash between Falcom's two main franchises, Ys and Trails in the Sky with appearances by a cast of familiar characters from each of the two series.

The game's story mode is similar to those from the same fighting game genre. The player follows a character's journey across several stages to meet and fight different adversaries until achieving that character's epilogue. Unlike other games however, the battles follows Ys Seven's overhead display of combat and giving the player a greater variety of combat capabilities unique to those of a RPG.",Ys vs. Trails in the Sky: Alternative Saga
0,0,0,0,,0.0,2010-10-12,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/nornfgbipyp9vhyrde6b.png,Gamevil,PSP,https://images.igdb.com/igdb/image/upload/t_original/co1s87.png,Gamevil,,Backlog,"Guide the hero through many amazing fights with monsters. Do absorbing tasks and fight monsters. Do absorbing tasks and defeat the powers of evil. Immerse into a fantasy world of this game for Android. Choose from several characters, each with its own history and amazing abilities. Depending on your decisions while playing the game the hero can become evil or good. Defeat a variety of enemies and collect loot. Upgrade your hero's equipment, level up, learn new skills, and explore the world.",Zenonia
0,0,0,0,,0.0,1997-04-11,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc8b0e.png,Matrix Software,PS1,https://images.igdb.com/igdb/image/upload/t_original/co3tlr.png,Working Designs,,Backlog,"Between the worlds of light and dark lies the world of dram. A world where the rule of reason loosens its grip. A place where an insidious evil is stealing minds and blackening the hearts of those from the world of light. Grab a weapon and become the dreamwalker Alundra as he struggles to purge the evil Id of an ancient world before it falls to ash.

Explore dungeons, find monster butt as you weave between tense reality and nightmarish dreams to save the hapless masses. With a wide cast of characters and scores of challenging puzzles created by the people responsible for Landstalker on the Genesis. Alundra will rob you of precious sleep until you finish.",Alundra
0,0,0,0,,0.0,1998-04-16,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc7j41.png,Data West,PS1,https://images.igdb.com/igdb/image/upload/t_original/co6t3i.png,Data West,,Backlog,It is a 2D action role-playing game with real time combat and top-down perspective.,Brave Prove
0,80,0,0,,0.0,2001-08-03,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/sc8sk9.png,Capcom,PS1,https://images.igdb.com/igdb/image/upload/t_original/co6opw.png,Capcom,,Backlog,"Breath of Fire IV is a single-player game that continues the story with these ""dragon people,"" who gave their lives to eradicate the evil goddess and restore peace in their world. This time around, battle has broken out between two powerful continents, and the fair Princess Elena has disappeared during a tour of the war-torn region. The princess's sister, Nina, who reigns o'er the Windia Kingdom, vows to retrieve her missing sibling. She meets Ryu along the way, who joins the epic quest",Breath of Fire IV
0,30,0,0,,0.0,2001-02-09,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/scm6xl.png,Traveller's Tales,PS1,https://images.igdb.com/igdb/image/upload/t_original/co3zbj.png,Activision,,Backlog,"Buzz Lightyear of Star Command is a Windows PC game created by Travelers Tales with Disney Interactive and PIXAR in 2000. The game consists of multiple planets, each with a villain on it. In each level the player races the villain to his/her getaway destination. Then the player engages in a one-on-one battle the villain, which usually requires destroying an energy shield surrounding the villain.[1]",Buzz Lightyear of Star Command
0,0,0,0,,0.0,1997-11-01,,0.0,0.0,0.0,https://images.igdb.com/igdb/image/upload/t_original/nl5xkzm1tlmerrgcqrw2.png,,PS1,https://images.igdb.com/igdb/image/upload/t_original/co53m8.png,,,Backlog,"A seminal 2D metroidvania in which after the events of Castlevania: Rondo of Blood (1993), a man named Alucard arrives at Dracula's castle after it rises from the rubble, and seeks to defeat the evil contained within it once and for all by exploring, fighting its inhabitants and collecting the various weapons and abilities hidden in its depths.",Castlevania: Symphony of the Night
